amount,transaction_type,transaction_time,sender_balance,receiver_balance,location,device_type,previous_transactions,new_device,unusual_location,Fraud
13653.67,Debit Card,2,9355.23,456981.71,Same City,Mobile,2,1,1,1
2389.73,Credit Card,19,49749.55,49625.88,Different Country,Mobile,345,0,1,0
544.72,Debit Card,23,44236.29,92087.24,Same City,Tablet,382,0,0,0
1647.19,Credit Card,22,2434.67,234304.66,Different Country,Mobile,5,1,1,1
455.66,Net Banking,21,38312.32,58243.51,Same City,Mobile,366,0,0,0
1408.8,UPI,17,33546.18,8414.0,Same City,Mobile,351,0,0,0
837.25,Net Banking,20,40722.29,14991.74,Same City,Tablet,468,1,0,0
1393.04,Credit Card,19,25889.04,40177.88,Same City,Tablet,430,0,0,0
2424.0,Debit Card,21,19740.34,5473.27,Same City,Tablet,30,0,0,0
2734.17,Credit Card,11,25276.19,77671.06,Same City,Mobile,124,0,0,0
3575.61,Debit Card,20,7120.55,33478.9,Different City,Mobile,149,0,0,0
1849.21,Net Banking,22,49465.08,4242.23,Different City,Mobile,472,0,1,0
35185.23,UPI,6,5356.89,203153.34,Different City,Mobile,0,1,1,1
548.45,Debit Card,17,41696.9,42373.83,Same City,Desktop,177,0,0,0
87.4,Net Banking,21,7856.58,57260.72,Same City,Tablet,482,1,0,0
1224.8,Debit Card,17,5445.15,15452.08,Same City,Tablet,70,0,0,0
596.91,Credit Card,21,15805.39,53247.09,Same City,Mobile,317,0,0,0
647.91,Net Banking,20,42042.81,17070.84,Same City,Tablet,469,0,0,0
2747.52,Net Banking,16,7016.88,1912.9,Same City,Tablet,41,1,0,0
1972.11,Debit Card,12,6577.57,83530.25,Same City,Desktop,132,0,0,0
266.74,Net Banking,15,38099.29,34757.15,Same City,Mobile,263,0,0,0
1056.2,UPI,17,49748.84,54419.87,Same City,Tablet,426,0,0,0
471.89,Debit Card,23,48003.39,60065.11,Same City,Tablet,138,0,0,0
856.47,Debit Card,19,2613.31,7857.85,Same City,Mobile,389,0,0,0
1179.91,Debit Card,12,25006.15,84909.8,Same City,Mobile,447,0,0,0
4702.37,Net Banking,6,44872.17,51800.81,Same City,Desktop,205,0,0,0
1697.54,UPI,10,17079.6,62389.58,Same City,Mobile,32,0,0,0
582.45,Debit Card,16,46054.16,37023.22,Same City,Tablet,135,0,0,0
49321.73,Net Banking,0,1360.56,419678.66,Different Country,Mobile,3,1,1,1
1293.05,Debit Card,20,43661.39,2359.5,Same City,Mobile,179,1,0,0
248.62,Debit Card,8,7024.15,95330.72,Same City,Mobile,408,0,0,0
1247.9,Credit Card,16,47860.6,56513.32,Same City,Tablet,82,0,0,0
334.62,Debit Card,12,9830.92,30373.5,Same City,Mobile,233,1,0,0
1832.8,Net Banking,10,24796.33,48296.89,Same City,Tablet,460,0,0,0
597.73,Net Banking,17,25012.27,42998.52,Same City,Desktop,189,0,0,0
3514.81,Credit Card,16,14858.12,25096.67,Same City,Mobile,361,0,0,0
571.72,Net Banking,9,25913.77,84070.3,Different City,Tablet,343,0,0,0
398.29,Debit Card,7,15076.31,36636.18,Same City,Tablet,73,0,0,0
594.83,Net Banking,1,4406.03,429905.56,Different Country,Desktop,3,1,1,1
2014.74,Net Banking,10,46330.44,89568.99,Same City,Desktop,130,0,0,0
1336.64,UPI,15,14284.85,13566.15,Same City,Tablet,247,1,0,0
1087.92,Net Banking,22,5525.24,53710.65,Same City,Tablet,32,0,0,0
1142.06,Net Banking,21,31730.01,41102.85,Same City,Tablet,147,0,0,0
9859.82,Credit Card,12,38462.66,86343.16,Same City,Tablet,102,0,0,0
1061.8,UPI,6,30344.71,94147.42,Same City,Mobile,313,0,0,0
5730.84,UPI,22,32505.35,19545.8,Different City,Desktop,94,0,0,0
3665.09,Net Banking,8,30950.66,12564.35,Same City,Desktop,382,0,0,0
1558.45,Debit Card,23,6079.83,48762.78,Different City,Tablet,138,0,1,0
2698.36,Net Banking,7,18982.4,67648.37,Same City,Tablet,297,0,0,0
605.58,UPI,12,17636.91,50593.17,Same City,Desktop,403,0,0,0
3458.66,Credit Card,15,46479.63,72281.43,Same City,Mobile,389,0,0,0
1338.02,Net Banking,12,18014.35,69361.81,Same City,Tablet,278,0,0,0
1334.78,Net Banking,22,41181.99,48152.24,Same City,Desktop,219,0,0,0
3642.89,Credit Card,19,25264.85,37904.05,Same City,Desktop,340,0,0,0
1951.9,Credit Card,8,27584.6,53211.35,Different City,Tablet,116,0,1,0
3599.67,UPI,7,40709.71,67523.08,Same City,Mobile,225,0,0,0
2703.43,Credit Card,9,37541.62,38279.88,Same City,Desktop,160,0,0,0
131.39,UPI,6,24892.59,82824.93,Different City,Tablet,341,0,0,0
933.9,UPI,12,47936.13,34302.67,Same City,Mobile,204,0,0,0
1173.23,UPI,20,45018.24,40348.29,Different City,Tablet,163,0,0,0
1311.2,Net Banking,18,10852.07,72038.4,Different City,Tablet,16,0,1,0
4488.83,UPI,17,48185.32,98408.35,Same City,Mobile,223,0,0,0
2623.63,Credit Card,16,46288.48,16885.85,Same City,Desktop,138,0,0,0
795.02,Debit Card,6,43019.13,80567.02,Different City,Desktop,440,0,1,0
8749.47,Debit Card,20,38058.65,86827.13,Same City,Tablet,314,0,0,0
7121.32,Credit Card,18,2049.79,373577.74,Different City,Mobile,0,1,1,1
867.3,Net Banking,11,21888.96,1812.4,Same City,Desktop,292,0,0,0
670.55,Debit Card,6,28667.61,32116.22,Same City,Tablet,99,0,0,0
3606.7,Net Banking,17,20946.19,80301.19,Different City,Tablet,217,0,1,0
1605.45,Net Banking,6,9693.02,46155.75,Same City,Tablet,94,0,0,0
313.71,Credit Card,7,43545.19,47320.99,Same City,Desktop,129,0,0,0
4253.27,UPI,19,31314.21,85115.07,Same City,Mobile,212,0,0,0
610.37,UPI,9,2486.32,99433.03,Same City,Desktop,219,0,0,0
5498.76,Debit Card,12,35124.45,70263.38,Same City,Mobile,193,0,0,0
1835.43,UPI,19,45202.34,91324.06,Same City,Tablet,275,0,0,0
339.04,Debit Card,22,21316.68,35781.12,Same City,Tablet,109,0,0,0
300.92,UPI,11,15731.02,54645.85,Same City,Desktop,235,0,0,0
1587.07,Credit Card,20,49647.73,38948.19,Same City,Mobile,273,0,0,0
1623.62,Credit Card,18,15266.95,49669.54,Same City,Desktop,195,0,0,0
619.71,UPI,17,41429.78,22444.06,Different City,Tablet,141,0,0,0
2435.35,UPI,11,47924.16,618.38,Same City,Tablet,206,0,0,0
3589.27,Credit Card,11,16915.09,2094.5,Same City,Tablet,133,0,0,0
130.25,Debit Card,19,25671.97,50127.56,Same City,Desktop,373,0,0,0
1194.17,UPI,8,13602.43,47096.03,Same City,Desktop,397,0,0,0
279.46,Net Banking,12,41044.95,77802.52,Same City,Mobile,477,0,0,0
2472.2,Debit Card,19,16645.73,17743.95,Different Country,Tablet,179,0,0,0
2417.83,UPI,7,35283.72,24039.89,Same City,Mobile,80,0,0,0
1073.95,Credit Card,12,19737.65,77641.3,Same City,Desktop,151,0,0,0
1236.49,Net Banking,18,4939.19,3065.25,Same City,Desktop,38,0,0,0
397.52,Credit Card,21,3961.77,51905.98,Same City,Desktop,55,0,0,0
39994.65,Net Banking,5,9678.65,446019.83,Different City,Desktop,2,1,1,1
1295.24,Debit Card,21,31721.31,51268.85,Same City,Mobile,152,0,0,0
1299.01,UPI,15,6223.16,45037.09,Same City,Tablet,270,0,0,0
250.0,Debit Card,19,41704.0,35675.33,Different City,Desktop,195,0,1,0
1326.95,UPI,6,32983.28,15647.67,Different City,Mobile,220,1,0,0
31261.97,UPI,16,375.66,361418.91,Same City,Mobile,5,1,1,1
515.23,Net Banking,6,15021.05,35567.27,Same City,Tablet,198,0,0,0
588.34,Net Banking,21,42847.62,2327.19,Same City,Mobile,363,0,0,0
373.39,Net Banking,17,37151.15,61010.79,Same City,Mobile,462,0,0,0
430.33,Net Banking,12,41917.12,28152.12,Same City,Mobile,376,0,0,0
316.12,Net Banking,20,39364.34,27480.6,Same City,Mobile,216,0,0,0
4037.08,UPI,8,16460.44,85964.53,Different City,Desktop,164,0,0,0
2689.38,UPI,10,38156.79,836.37,Same City,Mobile,438,0,0,0
1297.85,Debit Card,20,36838.97,31435.01,Same City,Mobile,457,1,0,0
7733.05,Credit Card,6,48437.84,94050.4,Same City,Tablet,493,1,0,0
12578.6,Net Banking,7,53246.59,71812.31,Different City,Mobile,258,0,1,0
2118.67,Net Banking,21,6559.31,40845.32,Same City,Desktop,174,0,0,0
1866.85,Net Banking,13,26914.8,73024.92,Same City,Tablet,19,0,0,0
985.32,Debit Card,19,11381.37,36426.99,Same City,Mobile,494,1,0,0
1011.39,Debit Card,8,4714.83,68443.54,Same City,Mobile,242,1,0,0
2616.53,Net Banking,9,37344.56,54272.44,Different City,Desktop,375,1,1,0
1149.38,Net Banking,9,43646.78,24734.81,Same City,Tablet,456,0,0,0
653.1,Credit Card,23,15211.7,16122.13,Same City,Tablet,305,0,0,0
800.07,Net Banking,14,5847.46,62295.4,Same City,Mobile,342,0,0,0
2484.66,Debit Card,23,39440.67,31562.73,Same City,Tablet,286,0,0,0
449315.72,Credit Card,0,1873.47,25910.68,Different Country,Desktop,2,1,1,1
3525.52,Debit Card,12,10600.16,79526.73,Same City,Desktop,158,0,0,0
354208.97,Net Banking,0,5572.52,373891.63,Same City,Tablet,5,1,1,1
644.7,Net Banking,16,34315.65,22050.43,Same City,Tablet,289,0,0,0
91.12,Net Banking,19,29268.57,81247.38,Same City,Mobile,472,0,0,0
11659.45,Credit Card,12,56437.22,66646.3,Same City,Desktop,208,0,0,0
1000.54,Net Banking,9,20785.06,86706.02,Same City,Mobile,382,0,0,0
2049.82,Credit Card,16,31748.42,5334.8,Same City,Desktop,82,0,0,0
1717.52,Net Banking,8,34186.8,89924.89,Same City,Mobile,195,0,0,0
557.24,Debit Card,11,43848.8,10284.26,Same City,Desktop,69,0,0,0
3285.59,UPI,10,49638.28,96205.85,Same City,Tablet,71,1,0,0
1263.02,Debit Card,8,32057.96,91060.57,Different City,Tablet,397,0,0,0
1449.53,Net Banking,12,30821.29,16801.42,Different City,Mobile,263,0,1,0
626.03,Debit Card,23,19826.96,83914.66,Same City,Tablet,296,1,0,0
1317.95,Debit Card,7,8607.48,62399.85,Same City,Tablet,196,0,0,0
883.94,Debit Card,13,47194.31,16169.46,Same City,Tablet,440,0,0,0
871.84,Debit Card,10,30059.85,25310.15,Same City,Desktop,276,0,0,0
465.83,UPI,23,49696.17,66640.73,Same City,Mobile,461,0,0,0
1104.12,Credit Card,20,41471.7,45966.49,Same City,Desktop,287,0,0,0
14795.94,Credit Card,6,6579.5,413709.23,Different Country,Mobile,4,1,1,1
1540.79,Net Banking,17,7151.34,28918.74,Same City,Mobile,375,0,0,0
27256.53,UPI,17,2093.06,45535.94,Different Country,Desktop,2,1,1,1
981.75,Credit Card,14,17920.72,87068.85,Same City,Tablet,433,0,0,0
1921.35,Net Banking,21,19959.96,29359.18,Same City,Mobile,345,0,0,0
1398.76,Net Banking,7,12132.68,3113.41,Same City,Mobile,215,0,0,0
2683.93,Net Banking,9,43761.72,156.51,Same City,Tablet,459,0,0,0
784.64,UPI,9,10077.46,89398.97,Same City,Mobile,34,0,0,0
7695.13,Credit Card,22,33680.65,5116.55,Same City,Desktop,436,0,0,0
723.94,UPI,11,45429.18,78859.72,Different City,Tablet,262,0,1,0
930.45,Credit Card,16,15211.25,28896.85,Same City,Tablet,172,0,0,0
1159.48,UPI,15,30764.12,39900.27,Different City,Mobile,269,0,1,0
2642.33,Debit Card,19,31055.14,79624.36,Different City,Desktop,150,0,1,0
5081.87,Debit Card,13,27414.4,20918.55,Same City,Mobile,347,0,0,0
527.62,Credit Card,22,48188.31,71924.52,Same City,Tablet,123,0,0,0
1244.34,Credit Card,5,4108.16,116672.9,Different City,Mobile,0,1,1,1
188.91,UPI,21,45406.43,34825.55,Different City,Desktop,407,0,1,0
6153.01,UPI,15,7499.1,44903.88,Different City,Desktop,262,0,0,0
413.28,Credit Card,8,28776.87,47605.04,Same City,Desktop,377,0,0,0
2839.28,UPI,9,10255.03,15966.63,Same City,Tablet,181,0,0,0
1454.74,Debit Card,11,43570.47,72849.07,Same City,Mobile,430,0,0,0
1319.11,Net Banking,15,29558.7,50027.85,Same City,Tablet,88,0,0,0
115.94,UPI,15,32567.01,7410.54,Different City,Tablet,23,0,0,0
595.03,Net Banking,19,28626.29,85793.49,Same City,Desktop,418,0,0,0
1677.94,UPI,12,45041.82,66926.83,Same City,Desktop,106,0,0,0
515.8,Net Banking,16,49376.79,40690.8,Same City,Mobile,424,0,0,0
8862.1,Net Banking,12,35392.12,24189.33,Same City,Tablet,188,0,0,0
4197.91,Credit Card,16,9200.4,328624.98,Different Country,Desktop,5,1,1,1
1164.37,Net Banking,6,19119.29,64781.74,Same City,Tablet,500,1,0,0
331.66,Debit Card,15,18165.35,78379.18,Same City,Mobile,211,0,0,0
192.54,Credit Card,19,48666.21,25813.34,Same City,Tablet,272,0,0,0
1026.85,Net Banking,7,14780.82,99712.45,Same City,Mobile,403,0,0,0
513.01,UPI,18,28334.93,29136.11,Same City,Mobile,201,0,0,0
867.82,UPI,10,24420.23,89014.11,Same City,Desktop,295,0,0,0
396.75,Credit Card,7,1615.8,36042.68,Same City,Tablet,313,0,0,0
1958.35,Credit Card,13,51475.93,2576.96,Same City,Tablet,266,0,0,0
9813.93,Debit Card,2,5908.66,329836.78,Same City,Desktop,4,1,1,1
706.46,Debit Card,9,16712.21,62589.14,Same City,Mobile,211,0,0,0
139.06,UPI,17,37021.97,3671.29,Same City,Tablet,62,0,0,0
1271.67,Net Banking,19,14942.2,21789.14,Same City,Desktop,163,0,0,0
909.46,Credit Card,17,9104.91,1260.75,Same City,Desktop,92,1,0,0
3924.03,Net Banking,18,14885.63,66168.43,Same City,Desktop,381,0,0,0
327.13,Net Banking,20,28260.52,73065.05,Different City,Mobile,469,0,1,0
3248.61,Net Banking,7,46899.03,11258.04,Different City,Tablet,311,0,1,0
572.59,Net Banking,8,49167.67,51261.52,Same City,Mobile,326,0,0,0
492.78,Credit Card,8,42931.52,36325.54,Same City,Desktop,73,0,0,0
1295.87,Net Banking,1,8816.35,262444.19,Same City,Mobile,3,1,1,1
300.81,Net Banking,11,20376.42,81186.61,Same City,Mobile,40,0,0,0
2391.46,Net Banking,12,34718.0,63690.23,Different City,Tablet,143,0,1,0
1110.98,Credit Card,14,29998.48,49251.77,Same City,Desktop,10,0,0,0
394.98,Net Banking,10,19193.61,54986.86,Same City,Mobile,331,0,0,0
359.05,Credit Card,18,3282.67,37392.1,Same City,Desktop,22,0,0,0
27420.37,UPI,1,6250.92,473631.58,Different City,Tablet,5,0,1,1
634.81,Debit Card,7,30627.13,62364.88,Same City,Mobile,351,0,0,0
1701.9,Credit Card,10,38082.03,56207.28,Same City,Tablet,470,0,0,0
1386.05,UPI,10,12376.92,94996.12,Same City,Tablet,176,0,0,0
9803.12,Credit Card,15,25910.05,18651.85,Same City,Mobile,14,0,0,0
3015.33,Debit Card,19,16852.21,15620.66,Same City,Desktop,364,0,0,0
136.44,Credit Card,12,42111.54,16067.96,Same City,Desktop,158,0,0,0
3781.27,Net Banking,16,6694.41,86472.24,Same City,Desktop,456,0,0,0
3264.89,Net Banking,7,46500.11,58693.65,Same City,Tablet,76,1,0,0
2541.84,Net Banking,17,18128.9,45522.01,Same City,Tablet,434,0,0,0
1407.24,Debit Card,19,49560.54,34187.22,Same City,Desktop,397,0,0,0
451.54,Net Banking,14,41127.33,58843.12,Same City,Tablet,257,0,0,0
889.78,Net Banking,11,40913.32,20403.56,Same City,Desktop,115,0,0,0
515.96,Debit Card,7,24860.96,25677.66,Same City,Tablet,157,0,0,0
5065.43,Credit Card,17,20902.08,39314.71,Same City,Mobile,410,0,0,0
2471.36,Debit Card,13,46843.28,47221.49,Same City,Tablet,494,1,0,0
867.32,UPI,7,6948.6,33761.52,Same City,Tablet,438,1,0,0
1429.9,Debit Card,17,26171.22,38764.88,Same City,Mobile,189,0,0,0
409.2,Debit Card,11,34027.47,72930.98,Same City,Tablet,135,0,0,0
970.0,UPI,18,29855.18,46398.17,Same City,Tablet,356,1,0,0
1807.8,UPI,12,48224.09,92913.95,Same City,Tablet,357,0,0,0
2204.43,UPI,7,37937.37,80172.81,Same City,Desktop,80,0,0,0
1761.93,UPI,14,4074.08,493419.05,Different City,Tablet,5,1,1,1
299.1,UPI,16,27870.63,40736.55,Same City,Mobile,493,1,0,0
10712.77,UPI,23,6477.2,24356.73,Same City,Mobile,2,1,1,1
1263.6,UPI,6,5810.91,75527.04,Same City,Mobile,144,0,0,0
1461.36,UPI,23,46593.78,6644.38,Different City,Mobile,73,1,1,0
1013.26,Credit Card,18,43228.53,26240.84,Different City,Mobile,211,0,1,0
392.93,UPI,9,34208.51,39593.72,Same City,Tablet,410,0,0,0
5863.12,Net Banking,22,25119.29,54355.29,Same City,Desktop,391,0,0,0
2929.8,Net Banking,12,11780.83,91441.19,Same City,Mobile,241,0,0,0
3774.91,Credit Card,11,51318.47,70254.05,Same City,Desktop,225,0,0,0
374.16,Debit Card,18,34515.53,31523.94,Same City,Mobile,62,0,0,0
8142.6,Net Banking,5,6509.72,414013.36,Different Country,Mobile,5,1,1,1
162.71,Debit Card,6,39880.07,94099.23,Same City,Desktop,258,0,0,0
4314.35,Net Banking,20,37459.73,71532.23,Same City,Desktop,65,1,0,0
377.08,UPI,22,40576.9,50520.68,Same City,Tablet,368,0,0,0
3613.77,UPI,9,30614.59,28247.24,Same City,Desktop,197,0,0,0
314.06,Credit Card,11,16465.39,84804.21,Same City,Tablet,222,0,0,0
857.43,Debit Card,7,25292.02,65222.43,Different City,Desktop,223,0,1,0
13753.82,Net Banking,13,8482.03,251561.53,Different Country,Tablet,5,1,1,1
3018.87,Net Banking,6,28344.36,50775.78,Same City,Mobile,476,0,0,0
1636.77,Debit Card,16,9293.24,47741.62,Same City,Mobile,232,1,0,0
490.31,Credit Card,18,10684.78,38670.71,Same City,Mobile,500,0,0,0
3959.28,Net Banking,19,39152.81,83445.83,Same City,Tablet,314,0,0,0
556.0,Debit Card,12,10848.4,62680.26,Different City,Tablet,273,0,1,0
2131.76,Net Banking,17,19064.56,82752.37,Same City,Tablet,27,0,0,0
1785.23,UPI,8,34187.6,12834.99,Same City,Desktop,142,0,0,0
4691.62,Credit Card,17,14534.25,72245.21,Same City,Tablet,481,0,0,0
2342.39,Net Banking,19,14592.16,92703.45,Same City,Desktop,373,0,0,0
122652.18,Credit Card,4,1261.38,269471.47,Different City,Desktop,1,1,1,1
121.98,Credit Card,11,45608.45,56895.55,Same City,Tablet,103,0,0,0
2860.91,UPI,3,7984.54,356541.88,Different Country,Desktop,5,1,1,1
1067.1,Credit Card,6,8654.53,32467.59,Different City,Desktop,294,0,0,0
4895.37,Debit Card,7,12647.61,58622.98,Same City,Tablet,181,1,0,0
451.34,UPI,9,12726.71,96673.42,Same City,Mobile,66,0,0,0
2192.34,Credit Card,21,39836.99,53129.4,Same City,Tablet,490,0,0,0
8831.21,UPI,21,51344.18,19624.57,Same City,Tablet,187,0,0,0
217.82,Debit Card,22,37403.16,4814.28,Different City,Desktop,321,0,1,0
1343.35,Debit Card,23,31031.05,58008.62,Same City,Mobile,65,0,0,0
368.11,Credit Card,8,36297.02,37204.36,Same City,Desktop,135,0,0,0
360.7,Net Banking,13,13098.99,997.88,Same City,Desktop,220,0,0,0
338.26,Credit Card,13,7724.71,93806.41,Same City,Desktop,381,0,0,0
4444.2,Net Banking,20,6120.35,93621.22,Same City,Desktop,96,0,0,0
862.07,UPI,16,39357.25,93479.55,Different City,Tablet,208,0,1,0
3146.31,Debit Card,9,26906.79,22578.96,Different City,Mobile,172,0,0,0
4098.2,Debit Card,8,4762.2,78737.2,Different City,Desktop,251,0,1,0
2445.8,Net Banking,10,25282.71,48201.73,Same City,Tablet,170,0,0,0
2660.29,Credit Card,11,42772.11,43453.1,Same City,Mobile,273,0,0,0
1094.0,UPI,19,35590.59,25231.19,Different City,Desktop,165,0,1,0
1862.53,Credit Card,22,17522.16,50614.19,Different City,Desktop,45,0,1,0
347.65,Net Banking,21,21536.85,30293.09,Same City,Mobile,388,0,0,0
2873.76,UPI,14,35788.64,56830.86,Same City,Tablet,214,0,0,0
198.31,UPI,10,7252.18,83493.02,Different City,Tablet,410,0,0,0
206.56,UPI,15,38704.26,18704.37,Same City,Desktop,63,0,0,0
3206.64,Debit Card,16,16722.43,36844.89,Same City,Mobile,430,0,0,0
2090.95,Debit Card,20,37324.53,21296.42,Different City,Mobile,206,0,0,0
367.92,Debit Card,8,34980.93,79501.15,Different City,Tablet,32,0,1,0
1080.9,Debit Card,17,20352.81,3899.6,Same City,Tablet,115,0,0,0
101384.06,UPI,1,8668.21,448046.8,Different City,Tablet,3,0,1,1
642.05,Net Banking,17,37663.27,91807.66,Same City,Mobile,59,0,0,0
162.02,Net Banking,19,30006.51,43384.39,Same City,Mobile,218,0,0,0
493.15,UPI,20,38355.05,51938.59,Same City,Mobile,305,0,0,0
1086.49,Debit Card,13,10126.77,89114.01,Same City,Desktop,255,1,0,0
368.56,Net Banking,18,30092.23,1013.12,Same City,Tablet,25,0,0,0
4865.2,Credit Card,18,8243.37,22823.54,Same City,Desktop,136,0,0,0
38716.8,Debit Card,10,477.81,182593.18,Different Country,Mobile,4,1,1,1
218.42,UPI,14,44833.45,95533.47,Different City,Mobile,21,0,0,0
955.02,UPI,23,8840.35,15599.45,Same City,Desktop,26,1,0,0
1672.01,Net Banking,15,46013.12,41094.26,Same City,Desktop,214,1,0,0
1589.45,UPI,15,48512.64,18123.31,Same City,Tablet,259,0,0,0
438.66,Credit Card,12,13237.28,1289.75,Same City,Tablet,319,0,0,0
511.46,Credit Card,21,40705.25,92922.81,Same City,Mobile,386,0,0,0
500.81,Debit Card,16,14114.05,24755.98,Same City,Mobile,116,0,0,0
1134.73,UPI,9,16414.25,30394.25,Same City,Mobile,495,0,0,0
1267.61,UPI,15,39128.45,44229.38,Different City,Mobile,243,0,1,0
1113.9,Credit Card,18,10591.13,7697.17,Same City,Tablet,299,0,0,0
45490.35,Debit Card,17,9660.21,74010.85,Different Country,Mobile,4,1,1,1
55.08,Credit Card,9,33184.57,75117.71,Same City,Tablet,272,0,0,0
761.03,Credit Card,23,4416.74,1210.85,Same City,Desktop,410,0,0,0
13536.91,Debit Card,1,375.29,288922.8,Different City,Desktop,5,1,1,1
87.16,Net Banking,8,33732.47,48127.8,Same City,Desktop,464,0,0,0
3592.97,Credit Card,15,33306.69,1624.34,Different City,Tablet,228,0,0,0
962.81,Credit Card,9,32591.49,44844.55,Same City,Desktop,320,0,0,0
62995.69,Debit Card,6,5546.2,451799.3,Different Country,Mobile,5,1,1,1
708.59,Credit Card,23,24805.01,66243.4,Same City,Desktop,346,0,0,0
245.54,Debit Card,6,10591.65,48303.97,Same City,Desktop,288,0,0,0
1888.16,Credit Card,10,18139.75,42543.64,Same City,Mobile,443,0,0,0
27702.48,UPI,1,5517.12,184713.87,Different Country,Desktop,3,1,1,1
313.84,UPI,16,41204.27,34181.74,Same City,Desktop,233,0,0,0
127.37,UPI,13,46105.03,49696.35,Same City,Desktop,69,0,0,0
2326.06,UPI,8,20778.44,63230.58,Same City,Tablet,299,0,0,0
574.81,UPI,21,8893.66,33021.51,Same City,Mobile,170,0,0,0
1831.86,Debit Card,23,38751.55,83414.46,Different City,Desktop,187,0,0,0
1773.85,Debit Card,18,17527.64,63564.53,Same City,Desktop,235,0,0,0
429.26,Debit Card,7,35131.02,70061.15,Same City,Desktop,272,0,0,0
1626.93,Credit Card,22,34920.27,52306.54,Same City,Tablet,422,0,0,0
659.21,Debit Card,11,14944.49,13382.84,Same City,Mobile,147,0,0,0
4996.01,Credit Card,8,6714.94,65871.76,Same City,Mobile,183,0,0,0
8186.2,UPI,8,26883.36,25975.38,Same City,Mobile,283,0,0,0
4539.19,Net Banking,21,21214.6,70080.84,Same City,Tablet,464,0,0,0
696.07,Net Banking,11,9273.43,12694.44,Same City,Desktop,102,1,0,0
648.31,Credit Card,23,32632.56,8144.72,Same City,Mobile,315,1,0,0
240.36,Debit Card,10,35513.42,81712.81,Same City,Mobile,77,0,0,0
402.54,Credit Card,17,21026.61,24053.16,Same City,Tablet,244,1,0,0
2707.92,UPI,21,35291.5,54543.19,Different City,Tablet,71,0,0,0
2080.74,UPI,9,5264.98,9236.05,Same City,Tablet,82,0,0,0
1038.06,Net Banking,14,42431.25,76452.78,Different City,Tablet,186,0,0,0
5745.71,Credit Card,23,40362.54,66134.27,Different City,Mobile,234,0,0,0
1059.25,Credit Card,19,20337.15,67964.73,Same City,Tablet,481,0,0,0
628.02,Credit Card,17,43874.5,15492.53,Same City,Tablet,334,1,0,0
1538.48,Net Banking,19,8041.94,57849.25,Different City,Tablet,306,0,1,0
285.87,Net Banking,10,15171.65,23360.78,Different City,Mobile,26,0,1,0
49175.89,Credit Card,0,520.24,65686.56,Different City,Mobile,4,0,1,1
1378.84,Net Banking,17,36300.7,90026.41,Same City,Desktop,332,0,0,0
914.66,UPI,17,34105.66,59536.64,Same City,Mobile,177,0,0,0
3234.94,Net Banking,6,14912.65,1438.14,Same City,Mobile,182,0,0,0
688.33,Debit Card,9,22342.39,29122.91,Same City,Mobile,193,0,0,0
2209.03,Credit Card,10,32003.42,5142.58,Same City,Mobile,435,0,0,0
10021.93,Debit Card,19,50161.49,86141.8,Same City,Desktop,219,0,0,0
1416.62,Debit Card,14,31482.41,66503.67,Same City,Mobile,323,0,0,0
1026.51,Debit Card,17,27702.72,5182.35,Same City,Mobile,299,0,0,0
1456.44,UPI,16,43943.82,4499.68,Same City,Mobile,245,0,0,0
337.15,Net Banking,14,24597.38,79401.45,Different City,Tablet,319,0,1,0
7631.94,Credit Card,3,1903.82,189693.74,Same City,Tablet,4,1,0,1
311.53,Debit Card,18,26320.84,60775.27,Same City,Desktop,110,0,0,0
914.61,UPI,12,19718.37,62133.06,Different City,Desktop,400,0,1,0
514.5,Debit Card,6,10878.29,12138.64,Same City,Desktop,495,0,0,0
6610.14,UPI,7,7754.75,31577.32,Different City,Desktop,419,0,1,0
2836.45,Debit Card,18,47462.34,18533.02,Different City,Desktop,241,0,0,0
659.75,UPI,9,39061.37,41650.44,Same City,Desktop,290,1,0,0
795.79,Net Banking,6,46853.42,69459.54,Different City,Desktop,125,0,1,0
729.94,UPI,15,48257.85,58162.23,Same City,Tablet,205,1,0,0
3710.68,UPI,12,32405.49,32521.12,Same City,Mobile,24,0,0,0
483189.62,UPI,3,814.74,104736.22,Same City,Mobile,2,1,0,1
9483.5,Net Banking,21,42485.26,89511.77,Same City,Tablet,228,0,0,0
7262.22,UPI,23,53777.46,52758.8,Different City,Desktop,84,0,0,0
1277.11,Debit Card,17,1383.83,51112.91,Different City,Desktop,240,0,0,0
1033.37,Net Banking,13,13716.8,44672.65,Same City,Desktop,388,0,0,0
2741.68,Credit Card,20,25533.2,51559.6,Same City,Tablet,45,0,0,0
2597.73,Credit Card,8,3140.01,99782.09,Different Country,Desktop,190,0,0,0
702.4,UPI,21,21828.11,73758.23,Same City,Tablet,410,0,0,0
78.59,Debit Card,18,43617.89,63141.89,Same City,Desktop,289,0,0,0
311.73,Debit Card,8,47604.64,31291.95,Same City,Mobile,160,0,0,0
943.58,Credit Card,11,15917.08,32040.13,Same City,Tablet,65,0,0,0
828.82,Debit Card,8,9187.26,70660.41,Same City,Desktop,389,0,0,0
2561.71,Debit Card,14,50968.19,6656.47,Same City,Desktop,306,0,0,0
418.32,Credit Card,18,22076.06,98036.87,Same City,Mobile,403,0,0,0
2231.77,UPI,9,22044.93,5126.35,Same City,Mobile,202,0,0,0
1037.15,UPI,13,9884.77,69000.49,Same City,Tablet,379,0,0,0
