transaction_id,amount,transaction_type,transaction_hour,day_of_week,sender_balance,receiver_balance,location,device_type,previous_transaction_count,new_device,unusual_location,transactions_last_hour,amount_to_balance_ratio,is_fraud,log_amount,balance_diff,is_night,is_weekend
TX14103,2225.09,Card,15,0,37201.35,38742.49,Delhi,Desktop,28,0,0,3,0.0598,0,7.708001962285015,-1541.1399999999994,0,0
TX12857,3413.74,Wallet,11,3,84013.0,18557.44,Mumbai,Mobile,20,0,0,1,0.0406,0,8.135856634406643,65455.56,0,0
TX11896,591.45,UPI,19,3,92635.44,32547.73,Mumbai,Desktop,114,0,0,4,0.0064,0,6.384266481262749,60087.71000000001,0,0
TX13924,553.14,UPI,20,2,36124.45,8759.49,Mumbai,Mobile,95,0,0,1,0.0153,0,6.3174173624033285,27364.96,0,0
TX13014,355.73,Wallet,13,6,64174.81,37588.53,Pune,Tablet,161,0,0,3,0.0055,0,5.876979193117597,26586.28,0,1
TX14438,191.75,UPI,11,6,40477.69,18104.26,Bengaluru,Mobile,20,0,0,3,0.0047,0,5.261394012443439,22373.430000000004,0,1
TX10067,570.98,E-commerce,14,1,89829.61,31593.82,Mumbai,Desktop,131,0,0,4,0.0064,0,6.349104025733542,58235.79,0,0
TX12042,2627.23,Wallet,14,3,27638.88,3256.35,Bengaluru,Desktop,104,0,0,4,0.0951,0,7.87406589480081,24382.530000000002,0,0
TX12580,163.57,Bank Transfer,8,4,45287.85,49034.35,Lucknow,Mobile,78,0,0,4,0.0036,0,5.103336011607292,-3746.5,0,0
TX13782,744.19,Card,8,1,61808.72,7717.38,Bengaluru,Mobile,67,0,0,2,0.012,0,6.613639219421077,54091.340000000004,0,0
TX13790,861.2,Bank Transfer,11,5,96733.57,13114.34,Hyderabad,Mobile,197,0,0,4,0.0089,0,6.759487262313034,83619.23000000001,0,1
TX10820,1079.87,Bank Transfer,18,4,97448.04,25999.71,Delhi,Mobile,81,0,0,3,0.0111,0,6.985521551388086,71448.32999999999,0,0
TX11226,435.51,E-commerce,18,4,68565.38,2928.35,Delhi,Desktop,50,0,0,3,0.0064,0,6.078811284524684,65637.03,0,0
TX12991,450.05,E-commerce,12,3,4535.77,46645.68,Delhi,Mobile,33,0,0,3,0.0992,0,6.111578198102648,-42109.91,0,0
TX13132,462.05,Wallet,13,3,16845.23,10338.62,Pune,Mobile,29,0,0,4,0.0274,0,6.137835039616278,6506.609999999999,0,0
TX12743,787.52,Bank Transfer,19,1,25739.68,28890.26,Mumbai,Mobile,138,0,0,2,0.0306,0,6.670157770697776,-3150.579999999998,0,0
TX14457,1076.3,Wallet,17,6,79120.26,17811.6,Ahmedabad,Mobile,98,0,0,3,0.0136,0,6.982213189900147,61308.659999999996,0,1
TX14269,603.08,Wallet,11,4,28304.78,28912.22,Pune,Mobile,147,0,0,4,0.0213,0,6.40370663949517,-607.4400000000023,0,0
TX13349,1908.84,Wallet,11,4,59828.05,43660.14,Hyderabad,Mobile,172,0,0,1,0.0319,0,7.554774747898296,16167.910000000003,0,0
TX11143,100.19,E-commerce,13,5,66460.6,37583.74,Mumbai,Tablet,121,0,0,1,0.0015,0,4.616999937741668,28876.860000000008,0,1
TX10397,1502.35,UPI,15,3,35777.64,40759.77,Kolkata,Laptop,129,0,0,2,0.042,0,7.315451230241661,-4982.129999999997,0,0
TX12906,701.32,Wallet,10,1,12369.31,14632.04,Mumbai,Laptop,149,0,0,3,0.0567,0,6.554389140617953,-2262.7300000000014,0,0
TX14301,3959.16,Card,14,1,100391.67,16295.14,Mumbai,Desktop,38,0,0,2,0.0394,0,8.28403970747271,84096.53,0,0
TX12759,203.64,Bank Transfer,12,5,17158.0,48887.87,Ahmedabad,Desktop,145,0,0,3,0.0119,0,5.321252337830533,-31729.870000000003,0,1
TX11398,567.28,Wallet,12,4,14810.75,42969.68,Mumbai,Mobile,163,0,0,2,0.0383,0,6.342614255003876,-28158.93,0,0
TX11659,2306.6,E-commerce,11,5,7711.4,19375.76,Delhi,Desktop,14,0,0,3,0.2991,0,7.743963302382734,-11664.359999999999,0,1
TX10979,1781.98,E-commerce,9,3,18238.34,33714.91,Hyderabad,Mobile,71,0,0,2,0.0977,0,7.486041400750313,-15476.570000000003,0,0
TX11298,1887.76,Bank Transfer,20,1,27350.23,6110.32,Bengaluru,Desktop,181,0,0,3,0.069,0,7.5436758080798825,21239.91,0,0
TX13555,715.68,Card,13,5,4538.3,19347.26,Pune,Desktop,91,0,0,1,0.1577,0,6.574629436931697,-14808.96,0,1
TX10082,1731.45,Wallet,20,5,72077.15,39810.05,Delhi,Laptop,112,0,0,3,0.024,0,7.457291870618739,32267.09999999999,0,1
TXF20007,146113.3,Bank Transfer,18,2,73056.65,2286.5,Bengaluru,Laptop,20,0,0,2,2.0,1,11.892144471114676,70770.15,0,0
TX12458,573.4,UPI,16,1,70077.63,2081.59,Kolkata,Tablet,47,0,0,4,0.0082,0,6.353326017734014,67996.04000000001,0,0
TX13739,5608.88,Bank Transfer,17,0,16215.55,16484.77,Chennai,Desktop,93,0,0,4,0.3459,0,8.632284607913633,-269.22000000000116,0,0
TX13781,1845.99,UPI,15,1,79441.35,16932.74,Delhi,Mobile,84,0,0,2,0.0232,0,7.521312565999418,62508.61,0,0
TX12288,160.3,Bank Transfer,20,2,27313.72,30239.85,Bengaluru,Desktop,90,0,0,2,0.0059,0,5.083265985131163,-2926.1299999999974,0,0
TX10423,392.92,UPI,18,4,43766.23,12510.84,Pune,Mobile,171,0,0,2,0.009,0,5.976147842996089,31255.390000000003,0,0
TX14339,2164.0,E-commerce,14,1,48326.19,48481.65,Delhi,Desktop,26,0,0,3,0.0448,0,7.68017564043659,-155.45999999999913,0,0
TX11904,1358.69,Wallet,11,3,13935.2,49298.12,Mumbai,Laptop,154,0,0,3,0.0975,0,7.215012011571089,-35362.92,0,0
TXF20038,129867.14,UPI,15,4,64933.57,971.16,Hyderabad,Mobile,18,1,0,4,2.0,1,11.774274906987253,63962.409999999996,0,0
TX13352,3686.13,E-commerce,20,2,35134.78,16068.55,Chennai,Desktop,24,0,0,3,0.1049,0,8.212603656630732,19066.23,0,0
TX13102,1174.28,Card,18,6,33476.28,8464.32,Delhi,Laptop,167,0,0,3,0.0351,0,7.0692616960621715,25011.96,0,1
TX11565,890.84,Card,18,0,97913.25,43267.05,Jaipur,Mobile,18,0,0,1,0.0091,0,6.793286744293583,54646.2,0,0
TX13355,669.91,Wallet,8,2,88225.78,42951.69,Mumbai,Tablet,171,0,0,3,0.0076,0,6.50863499980878,45274.09,0,0
TX10839,2730.17,UPI,11,5,29090.72,17325.09,Delhi,Laptop,143,0,0,4,0.0939,0,7.912485367797073,11765.630000000001,0,1
TX10500,584.76,UPI,8,2,9805.21,46854.2,Mumbai,Mobile,143,0,0,4,0.0596,0,6.3729101493719265,-37048.99,0,0
TX10141,795.54,UPI,19,1,2504.91,48496.95,Mumbai,Tablet,80,0,0,3,0.3176,0,6.680277347800373,-45992.03999999999,0,0
TX11377,1065.65,UPI,13,5,61195.93,25734.02,Pune,Mobile,66,0,0,1,0.0174,0,6.972278174997637,35461.91,0,1
TX13697,2842.46,Bank Transfer,20,6,10738.38,14516.82,Bengaluru,Desktop,89,0,0,3,0.2647,0,7.95277689947717,-3778.4400000000005,0,1
TX12144,2853.85,Bank Transfer,15,6,7214.4,9419.95,Mumbai,Mobile,53,0,0,2,0.3956,0,7.956774581305314,-2205.550000000001,0,1
TX11138,295.42,E-commerce,20,2,34962.4,41745.13,Delhi,Tablet,82,0,0,4,0.0084,0,5.691777367528769,-6782.729999999996,0,0
TX12927,855.13,Bank Transfer,13,1,48144.91,47726.94,Mumbai,Desktop,106,0,0,4,0.0178,0,6.752422233769668,417.97000000000116,0,0
TX11787,3128.01,Card,14,3,63756.3,31537.93,Delhi,Mobile,91,0,0,4,0.0491,0,8.04847193957301,32218.370000000003,0,0
TX13484,857.66,Wallet,8,5,92651.37,22561.2,Kolkata,Mobile,112,0,0,4,0.0093,0,6.755373034550839,70090.17,0,1
TX10550,3173.39,E-commerce,18,5,67741.86,26562.08,Pune,Desktop,17,0,0,1,0.0468,0,8.062870766883979,41179.78,0,1
TXF20406,119636.95,E-commerce,4,4,66105.4,3758.59,Kolkata,Mobile,7,1,1,9,1.8098,1,11.692225377859536,62346.81,1,0
TX12019,2299.71,Bank Transfer,18,2,94414.98,29121.28,Bengaluru,Mobile,110,0,0,4,0.0244,0,7.740973049932715,65293.7,0,0
TX10948,390.02,Bank Transfer,8,2,71938.27,4660.44,Delhi,Desktop,139,0,0,1,0.0054,0,5.968758709572344,67277.83,0,0
TX12600,1329.69,E-commerce,9,4,66868.51,47815.44,Mumbai,Desktop,68,0,0,1,0.0199,0,7.193452883679647,19053.069999999992,0,0
TX10532,1072.94,Card,19,2,16502.78,16301.33,Delhi,Desktop,180,0,0,4,0.065,0,6.979089407586463,201.4499999999989,0,0
TX11829,1761.68,E-commerce,11,4,31032.14,47617.78,Delhi,Mobile,85,0,0,4,0.0568,0,7.474590657131324,-16585.64,0,0
TX12917,735.69,E-commerce,11,0,8784.92,34940.95,Pune,Laptop,154,0,0,3,0.0837,0,6.602167179550216,-26156.03,0,0
TX14418,2166.32,Wallet,10,4,99083.11,38693.57,Pune,Tablet,72,0,0,1,0.0219,0,7.6812466602235725,60389.54,0,0
TX13871,800.97,Card,12,5,30220.68,11755.6,Pune,Mobile,27,0,0,2,0.0265,0,6.687071200683084,18465.08,0,1
TX11602,2359.57,UPI,12,5,17957.99,29930.62,Chennai,Desktop,56,0,0,1,0.1314,0,7.766658394280815,-11972.629999999997,0,1
TX10639,466.83,Card,16,0,80925.38,25309.82,Delhi,Mobile,155,0,0,1,0.0058,0,6.148104982063913,55615.560000000005,0,0
TXF20332,3458.28,Card,10,3,105905.4,4611.0,Hyderabad,Desktop,4,1,1,12,0.0327,1,8.148815753911975,101294.4,0,0
TX10967,3480.41,Wallet,14,2,19849.89,8107.08,Delhi,Desktop,19,0,0,3,0.1753,0,8.155192663122136,11742.81,0,0
TX14237,797.39,Wallet,11,5,53463.85,20472.51,Mumbai,Laptop,180,0,0,3,0.0149,0,6.682597199868715,32991.34,0,1
TX12697,464.18,Card,14,5,48802.4,49601.6,Delhi,Mobile,176,0,0,3,0.0095,0,6.142424427458923,-799.1999999999971,0,1
TX11683,435.74,Wallet,20,4,16493.77,37614.73,Hyderabad,Mobile,13,0,0,4,0.0264,0,6.079338052358222,-21120.960000000003,0,0
TX14470,3143.45,Card,10,3,36753.44,13905.83,Mumbai,Mobile,72,0,0,1,0.0855,0,8.053394273078002,22847.61,0,0
TX12342,6265.73,Card,11,5,95289.63,22077.69,Delhi,Mobile,175,0,0,2,0.0658,0,8.743009966481841,73211.94,0,1
TX10155,753.45,Card,10,1,60369.46,19106.45,Kolkata,Desktop,106,0,0,3,0.0125,0,6.62598900695966,41263.009999999995,0,0
TX12487,346.98,Card,20,5,39537.7,2466.04,Kolkata,Mobile,200,0,0,1,0.0088,0,5.85214500685857,37071.659999999996,0,1
TXF20141,20719.89,Wallet,23,1,243052.25,4601.5,Ahmedabad,Laptop,17,1,0,1,0.0852,1,9.938897649118891,238450.75,1,0
TX11089,563.16,Card,18,0,6732.54,20988.5,Delhi,Mobile,99,0,0,2,0.0836,0,6.335337899209505,-14255.96,0,0
TX12655,335.32,UPI,16,6,55975.21,27986.16,Chennai,Tablet,164,0,0,2,0.006,0,5.818063087688587,27989.05,0,1
TX14240,654.62,Wallet,9,0,62649.88,23057.31,Hyderabad,Mobile,24,0,0,3,0.0104,0,6.485581352810709,39592.56999999999,0,0
TX10288,251.46,Card,10,1,52383.77,2443.6,Pune,Laptop,127,0,0,4,0.0048,0,5.531252820324716,49940.17,0,0
TX10930,1294.41,Card,13,0,61856.31,3941.28,Delhi,Mobile,150,0,0,1,0.0209,0,7.166582526342303,57915.03,0,0
TX12535,892.09,Wallet,13,2,62456.03,39697.52,Mumbai,Mobile,167,0,0,4,0.0143,0,6.794687359672726,22758.510000000002,0,0
TX14028,1042.48,Card,18,0,51708.07,42471.92,Hyderabad,Mobile,198,0,0,3,0.0202,0,6.950316560066211,9236.150000000001,0,0
TX13371,1190.39,UPI,19,3,6899.09,47437.94,Pune,Mobile,190,0,0,4,0.1725,0,7.082875971672707,-40538.850000000006,0,0
TXF20121,11719.14,Wallet,4,5,116806.08,2170.38,Delhi,Desktop,20,1,0,2,0.1003,1,9.369064008452149,114635.7,1,1
TX13291,697.32,Card,10,4,23559.95,9839.21,Delhi,Mobile,47,0,0,2,0.0296,0,6.548677450427094,13720.740000000002,0,0
TX10942,2695.89,Bank Transfer,14,3,21955.68,33655.78,Hyderabad,Desktop,152,0,0,2,0.1228,0,7.899854536249372,-11700.099999999999,0,0
TX13859,508.45,Card,11,4,9137.99,6855.39,Mumbai,Mobile,131,0,0,2,0.0556,0,6.233331712420294,2282.5999999999995,0,0
TXF20162,20794.37,UPI,4,3,10397.18,4308.29,Bengaluru,Desktop,9,1,0,2,2.0,1,9.942485644757362,6088.89,1,0
TX11698,164.46,Card,15,4,11282.29,32512.84,Kolkata,Mobile,33,0,0,1,0.0146,0,5.108729473762037,-21230.55,0,0
TXF20208,25341.91,Bank Transfer,11,3,76598.36,2455.69,Chennai,Tablet,11,1,1,3,0.3308,1,10.140254285482202,74142.67,0,0
TX13200,775.8,Card,10,2,91610.91,18223.14,Mumbai,Tablet,115,0,0,3,0.0085,0,6.6551829169771155,73387.77,0,0
TXF20101,26333.21,UPI,23,0,13166.6,2567.61,Jaipur,Mobile,22,1,0,1,2.0,1,10.178624133366151,10598.99,1,0
TXF20108,34778.21,Bank Transfer,4,5,32712.99,3523.92,Ahmedabad,Mobile,0,1,0,3,1.0631,1,10.456775073446737,29189.07,1,1
TX10985,400.69,Bank Transfer,16,4,52563.53,30426.86,Chennai,Mobile,46,0,0,1,0.0076,0,5.995680646855719,22136.67,0,0
TX13318,1170.31,Card,19,0,24450.07,6168.98,Lucknow,Mobile,116,0,0,4,0.0479,0,7.065878059561795,18281.09,0,0
TX12867,1506.64,Card,19,4,13188.75,17452.12,Kolkata,Desktop,49,0,0,1,0.1142,0,7.3183007932776745,-4263.369999999999,0,0
TX14056,5016.66,UPI,19,6,47439.97,42715.37,Hyderabad,Mobile,191,0,0,4,0.1057,0,8.520718968552702,4724.5999999999985,0,1
TXF20277,11434.49,E-commerce,13,0,29472.69,1488.6,Lucknow,Mobile,25,1,0,18,0.388,1,9.344476956435178,27984.09,0,0
TX10981,525.87,Wallet,12,6,17471.68,199.41,Pune,Laptop,17,0,0,3,0.0301,0,6.2669538387941275,17272.27,0,1
TX12492,532.59,E-commerce,10,4,18117.73,26538.71,Bengaluru,Desktop,157,0,0,1,0.0294,0,6.279627753796121,-8420.98,0,0
TX13792,2142.21,E-commerce,10,6,84976.57,18069.87,Delhi,Mobile,35,0,0,1,0.0252,0,7.670059984139633,66906.70000000001,0,1
TX13548,3355.23,Bank Transfer,17,3,45068.19,2323.38,Mumbai,Mobile,169,0,0,4,0.0744,0,8.118573599207762,42744.810000000005,0,0
TX12942,699.56,UPI,19,5,3107.26,38647.64,Hyderabad,Mobile,121,0,0,3,0.2251,0,6.551880015213969,-35540.38,0,1
TX13527,410.09,UPI,8,6,85964.69,19140.56,Mumbai,Desktop,194,0,0,2,0.0048,0,6.018812168626219,66824.13,0,1
TX13845,2378.79,E-commerce,9,5,70357.96,45119.49,Pune,Desktop,101,0,0,3,0.0338,0,7.77476752747844,25238.47000000001,0,1
TX11457,1077.26,Bank Transfer,16,3,76656.91,12505.38,Bengaluru,Desktop,118,0,0,1,0.0141,0,6.983103909771986,64151.530000000006,0,0
TX11395,335.78,Card,16,0,93543.95,49847.78,Delhi,Tablet,107,0,0,4,0.0036,0,5.819429898182163,43696.17,0,0
TX10264,2318.19,E-commerce,18,3,5514.24,11176.41,Delhi,Laptop,15,0,0,1,0.4204,0,7.748973265766484,-5662.17,0,0
TX14095,10312.36,UPI,15,0,109125.12,32975.85,Bengaluru,Tablet,109,0,0,4,0.0945,0,9.24119542110525,76149.26999999999,0,0
TX10929,651.96,Card,17,6,27871.07,14444.34,Bengaluru,Mobile,189,0,0,2,0.0234,0,6.481515871657495,13426.73,0,1
TXF20371,147047.82,E-commerce,4,4,195237.05,1131.41,Bengaluru,Mobile,26,1,1,7,0.7532,1,11.898519919468477,194105.63999999998,1,0
TX12692,459.1,Wallet,9,3,50293.14,36638.67,Jaipur,Tablet,70,0,0,3,0.0091,0,6.131443857161423,13654.470000000001,0,0
TX10246,1146.63,Bank Transfer,18,1,60478.54,20010.23,Bengaluru,Desktop,45,0,0,1,0.019,0,7.045454225278249,40468.31,0,0
TX13589,383.02,Wallet,13,4,26030.92,15639.14,Mumbai,Desktop,65,0,0,1,0.0147,0,5.95069463456477,10391.779999999999,0,0
TX11758,361.3,Bank Transfer,14,6,4742.44,22832.78,Mumbai,Laptop,124,0,0,3,0.0762,0,5.8924725979010315,-18090.34,0,1
TXF20365,48894.35,Card,2,0,95078.77,2819.09,Jaipur,Mobile,28,1,1,9,0.5143,1,10.79743757891689,92259.68000000001,1,0
TX12810,1247.03,UPI,18,3,67366.29,20149.5,Delhi,Mobile,129,0,0,3,0.0185,0,7.129321587101992,47216.78999999999,0,0
TX10923,3493.99,UPI,10,5,78712.5,5158.51,Mumbai,Mobile,58,0,0,4,0.0444,0,8.159085793433489,73553.99,0,1
TX12880,6843.35,Wallet,14,6,101780.04,49931.0,Kolkata,Mobile,170,0,0,1,0.0672,0,8.83117877338889,51849.03999999999,0,1
TX10268,1936.75,Wallet,14,2,85043.63,19919.46,Delhi,Desktop,85,0,0,3,0.0228,0,7.5692827851616205,65124.170000000006,0,0
TX10669,891.02,Wallet,14,1,3182.67,48144.24,Bengaluru,Mobile,8,0,0,1,0.28,0,6.793488553853314,-44961.57,0,0
TX14475,312.19,Card,8,6,53769.56,38443.69,Bengaluru,Tablet,181,0,0,4,0.0058,0,5.746810035126719,15325.869999999995,0,1
TX11910,4150.51,Card,15,2,79964.73,30375.14,Bengaluru,Mobile,107,0,0,2,0.0519,0,8.3312274024671,49589.59,0,0
TX12985,1693.29,UPI,16,3,15961.96,37433.27,Bengaluru,Laptop,197,0,0,2,0.1061,0,7.435019053004165,-21471.309999999998,0,0
TX11152,237.51,Bank Transfer,12,4,60047.66,21748.81,Delhi,Tablet,130,0,0,1,0.004,0,5.474411238170585,38298.850000000006,0,0
TXF20317,6734.07,UPI,10,3,66462.37,4900.0,Bengaluru,Mobile,18,0,0,18,0.1013,1,8.815083482257416,61562.369999999995,0,0
TX13455,1896.17,E-commerce,16,2,98492.43,510.99,Pune,Laptop,15,0,0,2,0.0193,0,7.54811858110168,97981.43999999999,0,0
TX14241,2068.56,Card,16,5,80421.5,15531.88,Delhi,Mobile,20,0,0,1,0.0257,0,7.635091303278781,64889.62,0,1
TXF20049,94198.89,Bank Transfer,13,6,148450.22,1960.64,Chennai,Mobile,14,0,0,3,0.6345,1,11.453174292835534,146489.58,0,1
TX12172,2832.5,E-commerce,17,0,34162.29,4381.13,Bengaluru,Laptop,80,0,0,2,0.0829,0,7.949267975609674,29781.16,0,0
TXF20015,183069.48,Card,8,2,91534.74,2398.5,Delhi,Mobile,5,1,1,1,2.0,1,12.117626494289512,89136.24,0,0
TX11915,189.99,UPI,12,6,83900.98,10851.6,Bengaluru,Tablet,81,0,0,2,0.0023,0,5.252221070655064,73049.37999999999,0,1
TX10612,2070.22,Card,9,6,22280.93,28309.98,Mumbai,Desktop,14,0,0,1,0.0929,0,7.635893084628636,-6029.049999999999,0,1
TX12406,808.2,UPI,11,2,21825.37,43840.37,Hyderabad,Desktop,83,0,0,4,0.037,0,6.696046105293591,-22015.000000000004,0,0
TX14205,382.85,Bank Transfer,19,6,19185.62,23284.89,Kolkata,Mobile,133,0,0,1,0.02,0,5.950251851273908,-4099.27,0,1
TX11898,568.12,UPI,17,6,41093.03,2656.09,Jaipur,Laptop,88,0,0,4,0.0138,0,6.344091308200145,38436.94,0,1
TX11649,2238.71,Card,9,3,25064.82,25274.7,Kolkata,Desktop,83,0,0,2,0.0893,0,7.714101672182148,-209.88000000000102,0,0
TX12607,1229.85,Bank Transfer,10,4,43966.89,15535.28,Pune,Desktop,40,0,0,4,0.028,0,7.115460266607156,28431.61,0,0
TX10258,1068.27,E-commerce,14,4,57769.96,3378.86,Mumbai,Laptop,169,0,0,1,0.0185,0,6.974731451631643,54391.1,0,0
TX10847,3739.65,E-commerce,13,4,48571.04,10538.35,Mumbai,Mobile,187,0,0,1,0.077,0,8.22701467209911,38032.69,0,0
TX14251,1337.62,Card,19,6,27198.37,40700.03,Pune,Mobile,69,0,0,1,0.0492,0,7.199394511538043,-13501.66,0,1
TX11233,1665.22,UPI,9,5,75591.34,18087.68,Delhi,Desktop,144,0,0,1,0.022,0,7.4183128668297105,57503.659999999996,0,1
TX11127,2998.06,Bank Transfer,20,2,80388.82,11922.97,Delhi,Mobile,73,0,0,3,0.0373,0,8.006054185217767,68465.85,0,0
TX11967,1382.08,E-commerce,20,6,45271.09,7929.44,Pune,Desktop,197,0,0,3,0.0305,0,7.232068175255704,37341.649999999994,0,1
TX10558,918.73,E-commerce,9,1,89667.76,32325.96,Mumbai,Desktop,70,0,0,2,0.0102,0,6.824080148709044,57341.799999999996,0,0
TX13905,477.31,E-commerce,19,5,76763.96,27330.58,Ahmedabad,Tablet,97,0,0,3,0.0062,0,6.170259057848,49433.380000000005,0,1
TX10484,688.6,E-commerce,19,6,23740.91,17814.32,Bengaluru,Laptop,150,0,0,1,0.029,0,6.536111719349483,5926.59,0,1
TX11320,1554.3,Wallet,17,6,59828.5,46803.27,Hyderabad,Tablet,94,0,0,4,0.026,0,7.349423732050514,13025.230000000003,0,1
TX13404,812.33,Wallet,16,5,75547.5,10319.6,Chennai,Tablet,76,0,0,1,0.0108,0,6.701136931250084,65227.9,0,1
TX10007,1410.07,Card,12,6,47289.03,39280.28,Kolkata,Mobile,121,0,0,3,0.0298,0,7.252103560827797,8008.75,0,1
TX13279,1281.73,UPI,11,6,74157.76,18598.46,Hyderabad,Tablet,88,0,0,3,0.0173,0,7.156745898197895,55559.299999999996,0,1
TX13189,2437.12,Bank Transfer,11,3,8032.15,37300.6,Bengaluru,Desktop,165,0,0,2,0.3034,0,7.798982529502601,-29268.449999999997,0,0
TX11450,494.67,Bank Transfer,9,0,51977.76,17506.71,Mumbai,Laptop,9,0,0,3,0.0095,0,6.205910382718996,34471.05,0,0
TX13980,1205.54,UPI,12,3,85986.71,27049.28,Mumbai,Mobile,180,0,0,3,0.014,0,7.095512038266031,58937.43000000001,0,0
TX11814,1610.35,E-commerce,10,5,26533.07,35906.31,Mumbai,Desktop,167,0,0,4,0.0607,0,7.384827615942736,-9373.239999999998,0,1
TX10773,1549.27,Bank Transfer,10,1,67574.05,38329.19,Delhi,Desktop,74,0,0,1,0.0229,0,7.346184388291745,29244.86,0,0
TX11011,3040.87,Bank Transfer,14,6,25198.78,33118.05,Mumbai,Desktop,29,0,0,1,0.1207,0,8.020227736863335,-7919.270000000004,0,1
TX12818,236.54,Wallet,15,6,12074.09,33839.48,Delhi,Laptop,29,0,0,2,0.0196,0,5.470336030346094,-21765.390000000003,0,1
TX13275,531.32,UPI,11,0,46394.96,3653.22,Bengaluru,Mobile,15,0,0,3,0.0115,0,6.277244812270166,42741.74,0,0
TX11991,1084.18,Wallet,9,0,78345.78,45765.43,Hyderabad,Desktop,68,0,0,2,0.0138,0,6.989501150832417,32580.35,0,0
TX11277,149.87,Card,19,0,58629.96,40642.44,Delhi,Desktop,181,0,0,3,0.0026,0,5.016418538851983,17987.519999999997,0,0
TX11783,2287.31,E-commerce,10,2,66198.87,3627.76,Delhi,Desktop,173,0,0,1,0.0346,0,7.735568832832303,62571.10999999999,0,0
TX13105,4971.23,UPI,16,3,15673.42,30668.38,Delhi,Mobile,74,0,0,4,0.3172,0,8.511623710611369,-14994.960000000001,0,0
TX10446,2840.05,Bank Transfer,15,5,83720.72,38138.03,Chennai,Mobile,27,0,0,4,0.0339,0,7.951928981136137,45582.69,0,1
TX10880,1889.7,Card,18,1,17473.41,43806.57,Delhi,Desktop,93,0,0,1,0.1081,0,7.544702409853883,-26333.16,0,0
TX14459,1266.96,Wallet,19,3,83271.25,27829.61,Mumbai,Mobile,183,0,0,2,0.0152,0,7.145164588758269,55441.64,0,0
TX10781,595.75,Card,11,1,81042.28,46468.48,Bengaluru,Mobile,159,0,0,3,0.0074,0,6.39149826521894,34573.799999999996,0,0
TX11749,1525.99,UPI,17,2,91159.66,5263.41,Hyderabad,Mobile,72,0,0,1,0.0167,0,7.331053756408715,85896.25,0,0
TX13388,981.75,UPI,8,5,52156.0,26664.15,Bengaluru,Desktop,137,0,0,1,0.0188,0,6.89035476430197,25491.85,0,1
TXF20381,54043.24,UPI,1,5,118019.58,1513.87,Lucknow,Mobile,18,1,1,10,0.4579,1,10.897558249395983,116505.71,1,1
TX10883,1027.4,Wallet,10,3,1528.56,20886.63,Mumbai,Laptop,119,0,0,4,0.6721,0,6.935759475391735,-19358.07,0,0
TX12944,2839.49,UPI,13,4,84315.49,24726.11,Mumbai,Desktop,58,0,0,1,0.0337,0,7.951731851484031,59589.380000000005,0,0
TX11091,848.11,Bank Transfer,14,6,78664.51,43123.93,Pune,Mobile,114,0,0,1,0.0108,0,6.744188742111801,35540.579999999994,0,1
TXF20283,13411.48,Wallet,12,4,54003.78,884.32,Pune,Laptop,23,1,1,12,0.2483,1,9.503940895791523,53119.46,0,0
TX10531,1743.12,Bank Transfer,15,2,47453.66,42233.42,Ahmedabad,Mobile,193,0,0,1,0.0367,0,7.464005409441258,5220.240000000005,0,0
TX14022,524.55,UPI,14,4,32744.99,2658.39,Bengaluru,Mobile,127,0,0,2,0.016,0,6.2644453332693635,30086.600000000002,0,0
TX14421,876.36,E-commerce,9,0,89841.44,49668.71,Chennai,Desktop,192,0,0,3,0.0098,0,6.776917398451953,40172.73,0,0
TX14098,1508.65,E-commerce,13,2,14103.53,10828.11,Delhi,Desktop,163,0,0,1,0.107,0,7.319633114862492,3275.42,0,0
TX11727,1187.86,Card,12,5,20253.57,9492.79,Mumbai,Laptop,152,0,0,4,0.0586,0,7.08075014375313,10760.779999999999,0,1
TX10610,1157.01,UPI,16,6,94870.84,2707.67,Pune,Mobile,166,0,0,2,0.0122,0,7.054458293674238,92163.17,0,1
TX10570,927.77,Card,18,4,81034.83,10281.38,Bengaluru,Desktop,131,0,0,2,0.0114,0,6.8338611301204315,70753.45,0,0
TX12671,867.7,Bank Transfer,14,5,67448.21,21386.94,Mumbai,Mobile,90,0,0,3,0.0129,0,6.766997841265875,46061.270000000004,0,1
TX13718,811.77,Bank Transfer,14,4,44051.91,24423.28,Bengaluru,Mobile,102,0,0,1,0.0184,0,6.700448166694228,19628.630000000005,0,0
TX10343,4608.45,Bank Transfer,10,3,73092.7,3898.93,Mumbai,Desktop,130,0,0,2,0.063,0,8.435863823016351,69193.77,0,0
TX13000,1251.62,E-commerce,20,4,41463.0,30808.5,Mumbai,Desktop,141,0,0,4,0.0302,0,7.132992636752923,10654.5,0,0
TX13139,2299.72,Card,14,4,4636.13,27325.86,Chennai,Tablet,80,0,0,2,0.496,0,7.740977396407615,-22689.73,0,0
TX10434,2661.24,UPI,17,4,23245.66,33704.28,Delhi,Mobile,66,0,0,1,0.1145,0,7.8869231526671975,-10458.619999999999,0,0
TX11903,813.53,E-commerce,8,2,20256.52,18399.42,Delhi,Desktop,104,0,0,1,0.0402,0,6.702611259776326,1857.1000000000022,0,0
TX13804,208.99,Wallet,9,3,18768.0,12298.17,Bengaluru,Tablet,118,0,0,1,0.0111,0,5.347059910536027,6469.83,0,0
